Site_ID,medium_cd,site_no,Piez_Nest,Site_name,sample_dt,Date_Analyzed,coll_ent_cd,remark_cd,result_va,result_va_meq,meth_cd,rpt_lev_va,anl_ent_cd,parameter_nm,srsname,parameter_units,Source,Sample.area.or.well.piezometer.Unit.Formation.of.Screened.Interval,Latitude,Latitude_Datum,Longitude,LandSurfaceElevation_ft..NAVD88,Well_Depth_ft..BLS,Top.of.Sample_ftBLS,Bottom.of.Sample_ftBLS,MeanSampleDepth_ftBLS
LFO2-D,WG,450832094321204.00,LF_2,Litchfield,5/10/2016,20160513,USGS,<,0.003284,7.13913E-05,DZ001,0.001,USGSNWQL,Nitrite_ water_ filtered_ milligrams per liter as nitrogen,Nitrite,mg/l as Nitrite,USGS water quality data,Till,"45°08'32""",NAD83,"94°32'12""",1139.18,85.14,82.27,84.93,83.6
LFO2-E,WG,450832094321205.00,LF_2,Litchfield,5/10/2016,20160513,USGS,<,0.003284,7.13913E-05,DZ001,0.001,USGSNWQL,Nitrite_ water_ filtered_ milligrams per liter as nitrogen,Nitrite,mg/l as Nitrite,USGS water quality data,Till,"45°08'32""",NAD83,"94°32'12""",1139.64,113.82,110.95,113.61,112.28
LFO2-F,WG,450832094321206.00,LF_2,Litchfield,5/10/2016,20160513,USGS,<,0.003284,7.13913E-05,DZ001,0.001,USGSNWQL,Nitrite_ water_ filtered_ milligrams per liter as nitrogen,Nitrite,mg/l as Nitrite,USGS water quality data,Confined Aquifer,"45°08'32""",NAD83,"94°32'12""",1139.47,162.42,149.56,159.18,154.37
MW-01,WG,465652094394501.00,HFC_1,HFC,9/11/2017,20170918,USGS,<,0.003284,7.13913E-05,DZ001,0.001,USGSNWQL,Nitrite_ water_ filtered_ milligrams per liter as nitrogen,Nitrite,mg/l as Nitrite,USGS water quality data,Surficial aquifer,"46°56'52.45""",NAD83,"94°39'47.79""",1453.54,85,80,85,82.5
Olivia-4,WG,444630095002201.00,Ol_1,Olivia,10/24/2017,20171102,USGS,<,0.003284,7.13913E-05,DZ001,0.001,USGSNWQL,Nitrite_ water_ filtered_ milligrams per liter as nitrogen,Nitrite,mg/l as Nitrite,USGS water quality data,Buried aquifer,"44°46'29.65""",NAD83,"95°00'21.65""",1071,238,204,228,216
Olivia-5,WG,444639095002201.00,Ol_1,Olivia,10/24/2017,20171102,USGS,<,0.003284,7.13913E-05,DZ001,0.001,USGSNWQL,Nitrite_ water_ filtered_ milligrams per liter as nitrogen,Nitrite,mg/l as Nitrite,USGS water quality data,Buried aquifer,"44°46'39.47""",NAD83,"95°00'21.78""",1075.01,226,228,238,233
OT-105,WG,444630095002206.00,Ol_1,Olivia,10/23/2017,20171027,USGS,<,0.003284,7.13913E-05,DZ001,0.001,USGSNWQL,Nitrite_ water_ filtered_ milligrams per liter as nitrogen,Nitrite,mg/l as Nitrite,USGS water quality data,Till,"44°46'30.64""",NAD83,"95°00'21.74""",1071.61,105.1,101.95,104.94,103.445
OT-13,WG,444630095002202.00,Ol_1,Olivia,10/24/2017,20171102,USGS,NA,0.039408,0.000856696,DZ001,0.001,USGSNWQL,Nitrite_ water_ filtered_ milligrams per liter as nitrogen,Nitrite,mg/l as Nitrite,USGS water quality data,Surficial aquifer,"44°46'30.34""",NAD83,"95°00'21.43""",1070.51,13.15,7.89,13.03,10.46
OT-145,WG,444630095002207.00,Ol_1,Olivia,10/23/2017,20171027,USGS,<,0.003284,7.13913E-05,DZ001,0.001,USGSNWQL,Nitrite_ water_ filtered_ milligrams per liter as nitrogen,Nitrite,mg/l as Nitrite,USGS water quality data,Till,"44°46'30.53""",NAD83,"95°00'21.75""",1071.44,144.26,141.15,144.13,142.64
OT-175,WG,444630095002208.00,Ol_1,Olivia,10/23/2017,20171027,USGS,NA,0.003284,7.13913E-05,DZ001,0.001,USGSNWQL,Nitrite_ water_ filtered_ milligrams per liter as nitrogen,Nitrite,mg/l as Nitrite,USGS water quality data,Till,"44°46'30.43""",NAD83,"95°00'21.75""",1071.46,175.39,172.26,175.26,173.76
OT-20,WG,444630095002203.00,Ol_1,Olivia,10/24/2017,20171102,USGS,NA,0.003284,7.13913E-05,DZ001,0.001,USGSNWQL,Nitrite_ water_ filtered_ milligrams per liter as nitrogen,Nitrite,mg/l as Nitrite,USGS water quality data,Till,"44°46'30.14""",NAD83,"95°00'21.42""",1070.75,20.17,17.44,19.91,18.675
OT-60,WG,444630095002205.00,Ol_1,Olivia,10/24/2017,20171102,USGS,<,0.003284,7.13913E-05,DZ001,0.001,USGSNWQL,Nitrite_ water_ filtered_ milligrams per liter as nitrogen,Nitrite,mg/l as Nitrite,USGS water quality data,Till,"44°46'29.75""",NAD83,"95°00'21.42""",1070.67,59.91,56.74,59.77,58.255
CWO1-A,WG,464110092531401.00,CW_1,Cromwell,5/13/2016,20160526,USGS,NA,0.15,0.007894737,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"46°41'10""",NAD83,"92°53'14""",1326.28,147.97,144.56,147.36,145.96
CWO1-B,WG,464110092531402.00,CW_1,Cromwell,5/12/2016,20160526,USGS,NA,0.14,0.007368421,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Confined Aquifer,"46°41'10""",NAD83,"92°53'14""",1326.29,230.87,220.91,230.53,225.72
CWO1-C,WG,464110092531403.00,CW_1,Cromwell,5/12/2016,20160526,USGS,NA,0.18,0.009473684,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Bedrock Aquifer / Thomson Formation,"46°41'10""",NAD83,"92°53'14""",1326.25,339.59,329.63,339.25,334.44
CWO2-A,WG,464112092531401.00,CW_2,Cromwell,5/13/2016,20160526,USGS,NA,0.15,0.007894737,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Semi-Confined Aquifer,"46°41'12""",NAD83,"92°53'14""",1332.28,35.17,32.3,34.96,33.63
CWO2-B,WG,464112092531402.00,CW_2,Cromwell,5/12/2016,20160526,USGS,NA,0.25,0.013157895,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"46°41'12""",NAD83,"92°53'14""",1332.59,59.62,56.75,59.41,58.08
CWO2-C,WG,464112092531403.00,CW_2,Cromwell,5/12/2016,20160526,USGS,NA,0.18,0.009473684,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"46°41'12""",NAD83,"92°53'14""",1332.33,81.57,78.7,81.36,80.03
CWO2-D,WG,464112092531404.00,CW_2,Cromwell,5/13/2016,20160526,USGS,NA,0.17,0.008947368,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"46°41'12""",NAD83,"92°53'14""",1332.13,106.45,103.58,106.24,104.91
CWO2-E,WG,464112092531405.00,CW_2,Cromwell,5/13/2016,20160526,USGS,NA,0.18,0.009473684,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"46°41'12""",NAD83,"92°53'14""",1332.44,128.65,125.78,128.44,127.11
HB-3,WG,465652094394701.00,HFC_1,HFC,9/11/2017,20170922,USGS,NA,0.08,0.004210526,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Buried aquifer,"46°56'52.84""",NAD83,"94°39'47.2""",1453.03,223.66,213.33,223.53,218.43
HT-115,WG,465652094394801.00,HFC_1,HFC,9/12/2017,20170928,USGS,NA,0.11,0.005789474,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"46°56'52.81""",NAD83,"94°39'47.97""",1452,115.02,112.35,114.83,113.59
HT-140,WG,465652094394802.00,HFC_1,HFC,9/12/2017,20170928,USGS,NA,0.38,0.02,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"46°56'52.79""",NAD83,"94°39'47.84""",1452.39,140.44,137.77,140.25,139.01
HT-175,WG,465652094394803.00,HFC_1,HFC,9/12/2017,20170922,USGS,NA,0.15,0.007894737,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"46°56'52.89""",NAD83,"94°39'47.87""",1452.04,175.14,172.47,174.95,173.71
HT-200,WG,465652094394804.00,HFC_1,HFC,9/12/2017,20170922,USGS,NA,0.1,0.005263158,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"46°56'52.9""",NAD83,"94°39'48.01""",1452.04,197.89,195.22,197.7,196.46
LFO2-A,WG,450832094321201.00,LF_2,Litchfield,5/11/2016,20160520,USGS,NA,0.39,0.020526316,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Semi-Confined Aquifer,"45°08'32""",NAD83,"94°32'12""",1139.45,19.99,17.12,19.78,18.45
LFO2-B,WG,450832094321202.00,LF_2,Litchfield,5/11/2016,20160520,USGS,NA,0.24,0.012631579,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"45°08'32""",NAD83,"94°32'12""",1139.29,35.13,32.26,34.92,33.59
LFO2-C,WG,450832094321203.00,LF_2,Litchfield,5/11/2016,20160520,USGS,NA,0.32,0.016842105,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"45°08'32""",NAD83,"94°32'12""",1139.72,59.84,56.97,59.63,58.3
LFO2-D,WG,450832094321204.00,LF_2,Litchfield,5/10/2016,20160519,USGS,NA,0.35,0.018421053,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"45°08'32""",NAD83,"94°32'12""",1139.18,85.14,82.27,84.93,83.6
LFO2-E,WG,450832094321205.00,LF_2,Litchfield,5/10/2016,20160519,USGS,NA,0.38,0.02,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"45°08'32""",NAD83,"94°32'12""",1139.64,113.82,110.95,113.61,112.28
LFO2-F,WG,450832094321206.00,LF_2,Litchfield,5/10/2016,20160519,USGS,NA,0.22,0.011578947,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Confined Aquifer,"45°08'32""",NAD83,"94°32'12""",1139.47,162.42,149.56,159.18,154.37
MW-01,WG,465652094394501.00,HFC_1,HFC,9/11/2017,20170922,USGS,NA,0.07,0.003684211,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Surficial aquifer,"46°56'52.45""",NAD83,"94°39'47.79""",1453.54,85,80,85,82.5
Olivia-4,WG,444630095002201.00,Ol_1,Olivia,10/24/2017,20171114,USGS,NA,1.11,0.058421053,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Buried aquifer,"44°46'29.65""",NAD83,"95°00'21.65""",1071,238,204,228,216
Olivia-5,WG,444639095002201.00,Ol_1,Olivia,10/24/2017,20171103,USGS,NA,0.8,0.042105263,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Buried aquifer,"44°46'39.47""",NAD83,"95°00'21.78""",1075.01,226,228,238,233
OT-105,WG,444630095002206.00,Ol_1,Olivia,10/23/2017,20171101,USGS,NA,0.36,0.018947368,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"44°46'30.64""",NAD83,"95°00'21.74""",1071.61,105.1,101.95,104.94,103.445
OT-13,WG,444630095002202.00,Ol_1,Olivia,10/24/2017,20171114,USGS,NA,0.48,0.025263158,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Surficial aquifer,"44°46'30.34""",NAD83,"95°00'21.43""",1070.51,13.15,7.89,13.03,10.46
OT-145,WG,444630095002207.00,Ol_1,Olivia,10/23/2017,20171101,USGS,NA,0.71,0.037368421,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"44°46'30.53""",NAD83,"95°00'21.75""",1071.44,144.26,141.15,144.13,142.64
OT-175,WG,444630095002208.00,Ol_1,Olivia,10/23/2017,20171101,USGS,NA,0.93,0.048947368,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"44°46'30.43""",NAD83,"95°00'21.75""",1071.46,175.39,172.26,175.26,173.76
OT-20,WG,444630095002203.00,Ol_1,Olivia,10/24/2017,20171114,USGS,NA,0.34,0.017894737,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"44°46'30.14""",NAD83,"95°00'21.42""",1070.75,20.17,17.44,19.91,18.675
OT-60,WG,444630095002205.00,Ol_1,Olivia,10/24/2017,20171103,USGS,NA,0.65,0.034210526,IC003,0.01,USGSNWQL,Fluoride_ water_ filtered_ milligrams per liter,Fluoride,mg/l,USGS water quality data,Till,"44°46'29.75""",NAD83,"95°00'21.42""",1070.67,59.91,56.74,59.77,58.255
CWO1-A,WG,464110092531401.00,CW_1,Cromwell,5/13/2016,NA,USGS,,0.1493684,0.002427591,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"46°41'10""",NAD83,"92°53'14""",1326.28,147.97,144.56,147.36,145.96
CWO1-B,WG,464110092531402.00,CW_1,Cromwell,5/12/2016,NA,USGS,,0.0652592,0.001070991,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Confined Aquifer,"46°41'10""",NAD83,"92°53'14""",1326.29,230.87,220.91,230.53,225.72
CWO1-C,WG,464110092531403.00,CW_1,Cromwell,5/12/2016,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Bedrock Aquifer / Thomson Formation,"46°41'10""",NAD83,"92°53'14""",1326.25,339.59,329.63,339.25,334.44
CWO2-A,WG,464112092531401.00,CW_2,Cromwell,5/13/2016,NA,USGS,,8.792656,0.146938783,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Semi-Confined Aquifer,"46°41'12""",NAD83,"92°53'14""",1332.28,35.17,32.3,34.96,33.63
CWO2-B,WG,464112092531402.00,CW_2,Cromwell,5/12/2016,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"46°41'12""",NAD83,"92°53'14""",1332.59,59.62,56.75,59.41,58.08
CWO2-C,WG,464112092531403.00,CW_2,Cromwell,5/12/2016,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"46°41'12""",NAD83,"92°53'14""",1332.33,81.57,78.7,81.36,80.03
CWO2-D,WG,464112092531404.00,CW_2,Cromwell,5/13/2016,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"46°41'12""",NAD83,"92°53'14""",1332.13,106.45,103.58,106.24,104.91
CWO2-E,WG,464112092531405.00,CW_2,Cromwell,5/13/2016,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"46°41'12""",NAD83,"92°53'14""",1332.44,128.65,125.78,128.44,127.11
HB-3,WG,465652094394701.00,HFC_1,HFC,9/11/2017,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Buried aquifer,"46°56'52.84""",NAD83,"94°39'47.2""",1453.03,223.66,213.33,223.53,218.43
HT-115,WG,465652094394801.00,HFC_1,HFC,9/12/2017,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"46°56'52.81""",NAD83,"94°39'47.97""",1452,115.02,112.35,114.83,113.59
HT-140,WG,465652094394802.00,HFC_1,HFC,9/12/2017,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"46°56'52.79""",NAD83,"94°39'47.84""",1452.39,140.44,137.77,140.25,139.01
HT-175,WG,465652094394803.00,HFC_1,HFC,9/12/2017,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"46°56'52.89""",NAD83,"94°39'47.87""",1452.04,175.14,172.47,174.95,173.71
HT-200,WG,465652094394804.00,HFC_1,HFC,9/12/2017,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"46°56'52.9""",NAD83,"94°39'48.01""",1452.04,197.89,195.22,197.7,196.46
LFO2-A,WG,450832094321201.00,LF_2,Litchfield,5/11/2016,NA,USGS,,1.5360872,0.02534673,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Semi-Confined Aquifer,"45°08'32""",NAD83,"94°32'12""",1139.45,19.99,17.12,19.78,18.45
LFO2-B,WG,450832094321202.00,LF_2,Litchfield,5/11/2016,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"45°08'32""",NAD83,"94°32'12""",1139.29,35.13,32.26,34.92,33.59
LFO2-C,WG,450832094321203.00,LF_2,Litchfield,5/11/2016,NA,USGS,,0.12709,0.002141957,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"45°08'32""",NAD83,"94°32'12""",1139.72,59.84,56.97,59.63,58.3
LFO2-D,WG,450832094321204.00,LF_2,Litchfield,5/10/2016,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"45°08'32""",NAD83,"94°32'12""",1139.18,85.14,82.27,84.93,83.6
LFO2-E,WG,450832094321205.00,LF_2,Litchfield,5/10/2016,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"45°08'32""",NAD83,"94°32'12""",1139.64,113.82,110.95,113.61,112.28
LFO2-F,WG,450832094321206.00,LF_2,Litchfield,5/10/2016,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Confined Aquifer,"45°08'32""",NAD83,"94°32'12""",1139.47,162.42,149.56,159.18,154.37
MW-01,WG,465652094394501.00,HFC_1,HFC,9/11/2017,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Surficial aquifer,"46°56'52.45""",NAD83,"94°39'47.79""",1453.54,85,80,85,82.5
Olivia-4,WG,444630095002201.00,Ol_1,Olivia,10/24/2017,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Buried aquifer,"44°46'29.65""",NAD83,"95°00'21.65""",1071,238,204,228,216
Olivia-5,WG,444639095002201.00,Ol_1,Olivia,10/24/2017,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Buried aquifer,"44°46'39.47""",NAD83,"95°00'21.78""",1075.01,226,228,238,233
OT-105,WG,444630095002206.00,Ol_1,Olivia,10/23/2017,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"44°46'30.64""",NAD83,"95°00'21.74""",1071.61,105.1,101.95,104.94,103.445
OT-13,WG,444630095002202.00,Ol_1,Olivia,10/24/2017,NA,USGS,,4.731816,0.076540696,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Surficial aquifer,"44°46'30.34""",NAD83,"95°00'21.43""",1070.51,13.15,7.89,13.03,10.46
OT-145,WG,444630095002207.00,Ol_1,Olivia,10/23/2017,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"44°46'30.53""",NAD83,"95°00'21.75""",1071.44,144.26,141.15,144.13,142.64
OT-175,WG,444630095002208.00,Ol_1,Olivia,10/23/2017,NA,USGS,,0.0431252,0.000713991,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"44°46'30.43""",NAD83,"95°00'21.75""",1071.46,175.39,172.26,175.26,173.76
OT-20,WG,444630095002203.00,Ol_1,Olivia,10/24/2017,NA,USGS,,0.0431252,0.000713991,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"44°46'30.14""",NAD83,"95°00'21.42""",1070.75,20.17,17.44,19.91,18.675
OT-60,WG,444630095002205.00,Ol_1,Olivia,10/24/2017,NA,USGS,,0.047552,0.000785391,,,USGSNWQL,Nitrate plus Nitrite,Nitrate_Nitrite,,USGS water quality data,Till,"44°46'29.75""",NAD83,"95°00'21.42""",1070.67,59.91,56.74,59.77,58.255
CWO1-A,WG,464110092531401.00,CW_1,Cromwell,5/13/2016,NA,USGS,,,0.084608042,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Till,"46°41'10""",NAD83,"92°53'14""",1326.28,147.97,144.56,147.36,145.96
CWO1-B,WG,464110092531402.00,CW_1,Cromwell,5/12/2016,NA,USGS,,,0.053010841,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Confined Aquifer,"46°41'10""",NAD83,"92°53'14""",1326.29,230.87,220.91,230.53,225.72
CWO1-C,WG,464110092531403.00,CW_1,Cromwell,5/12/2016,NA,USGS,,,0.039116219,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Bedrock Aquifer / Thomson Formation,"46°41'10""",NAD83,"92°53'14""",1326.25,339.59,329.63,339.25,334.44
CWO2-A,WG,464112092531401.00,CW_2,Cromwell,5/13/2016,NA,USGS,,,1.451976376,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Semi-Confined Aquifer,"46°41'12""",NAD83,"92°53'14""",1332.28,35.17,32.3,34.96,33.63
CWO2-B,WG,464112092531402.00,CW_2,Cromwell,5/12/2016,NA,USGS,,,0.297086143,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Till,"46°41'12""",NAD83,"92°53'14""",1332.59,59.62,56.75,59.41,58.08
CWO2-C,WG,464112092531403.00,CW_2,Cromwell,5/12/2016,NA,USGS,,,0.151116219,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Till,"46°41'12""",NAD83,"92°53'14""",1332.33,81.57,78.7,81.36,80.03
CWO2-D,WG,464112092531404.00,CW_2,Cromwell,5/13/2016,NA,USGS,,,0.047161331,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Till,"46°41'12""",NAD83,"92°53'14""",1332.13,106.45,103.58,106.24,104.91
CWO2-E,WG,464112092531405.00,CW_2,Cromwell,5/13/2016,NA,USGS,,,0.279973362,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Till,"46°41'12""",NAD83,"92°53'14""",1332.44,128.65,125.78,128.44,127.11
HB-3,WG,465652094394701.00,HFC_1,HFC,9/11/2017,NA,USGS,,,0.018138775,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Buried aquifer,"46°56'52.84""",NAD83,"94°39'47.2""",1453.03,223.66,213.33,223.53,218.43
HT-115,WG,465652094394801.00,HFC_1,HFC,9/12/2017,NA,USGS,,,0.022860579,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Till,"46°56'52.81""",NAD83,"94°39'47.97""",1452,115.02,112.35,114.83,113.59
HT-140,WG,465652094394802.00,HFC_1,HFC,9/12/2017,NA,USGS,,,0.064785391,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Till,"46°56'52.79""",NAD83,"94°39'47.84""",1452.39,140.44,137.77,140.25,139.01
HT-175,WG,465652094394803.00,HFC_1,HFC,9/12/2017,NA,USGS,,,0.039537271,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Till,"46°56'52.89""",NAD83,"94°39'47.87""",1452.04,175.14,172.47,174.95,173.71
HT-200,WG,465652094394804.00,HFC_1,HFC,9/12/2017,NA,USGS,,,0.022619978,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Till,"46°56'52.9""",NAD83,"94°39'48.01""",1452.04,197.89,195.22,197.7,196.46
LFO2-A,WG,450832094321201.00,LF_2,Litchfield,5/11/2016,NA,USGS,,,1.094444475,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Semi-Confined Aquifer,"45°08'32""",NAD83,"94°32'12""",1139.45,19.99,17.12,19.78,18.45
LFO2-B,WG,450832094321202.00,LF_2,Litchfield,5/11/2016,NA,USGS,,,0.884845541,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Till,"45°08'32""",NAD83,"94°32'12""",1139.29,35.13,32.26,34.92,33.59
LFO2-C,WG,450832094321203.00,LF_2,Litchfield,5/11/2016,NA,USGS,,,0.750412633,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Till,"45°08'32""",NAD83,"94°32'12""",1139.72,59.84,56.97,59.63,58.3
LFO2-D,WG,450832094321204.00,LF_2,Litchfield,5/10/2016,NA,USGS,,,0.50492073,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Till,"45°08'32""",NAD83,"94°32'12""",1139.18,85.14,82.27,84.93,83.6
LFO2-E,WG,450832094321205.00,LF_2,Litchfield,5/10/2016,NA,USGS,,,0.346499677,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Till,"45°08'32""",NAD83,"94°32'12""",1139.64,113.82,110.95,113.61,112.28
LFO2-F,WG,450832094321206.00,LF_2,Litchfield,5/10/2016,NA,USGS,,,0.398078625,,,USGSNWQL,Cl plus F plus Nitrate and Nitrite,Cl_F_NO2_NO3,,USGS water quality data,Confined Aquifer,"45°08'32""",NAD83,"94°32'12""",1139.47,162.42,149.56,159.18,154.37
